"パッケージID","ブランド事業者名","発電ユニット製造事業者名","発電ユニット番号","貯湯ユニット製造事業者名","貯湯ユニット品番","補助熱源機製造事業者名","補助熱源機品番","情報公開日","発売予定年月日","性能確認区分","成績証明書番号または自己適合宣言書番号","方式","PUの発電方式","PU仮想発電量_a_PU","PU仮想発電量_a_DHW","PU仮想発電量_a_HWH","PU仮想発電量_b","PU仮想発電量_c","PU仮想燃料消費量_a_DHW","PU仮想燃料消費量_a_HWH","PU仮想排熱量上限比_a_DHW","PU仮想排熱量上限比_a_HWH","PU仮想排熱量上限比_b","PU発電効率_a_PU","PU発電効率_a_DHW","PU発電効率_a_HWH","PU発電効率_b","PU発電効率_上限値","PU発電効率_下限値","PU排熱効率_a_PU","PU排熱効率_a_DHW","PU排熱効率_a_HWH","PU排熱効率_b","PU排熱効率_上限値","PU排熱効率_下限値","BB熱源種別","BB給湯モード熱効率_e_rtd,DHW","バックアップボイラー種類","バックアップボイラー定格効率_e_BB,rtd,HWH","バックアップボイラー定格能力_e_rtd,BB,HWH","暖房熱負荷への排熱利用","暖房熱負荷への排熱利用方式","PU給湯排熱利用率_r_DHW,gen,PU","PU暖房排熱利用率_r_HWH,gen,PU","TU補機消費電力_温水暖房_P_TU,aux,HWH","TU補機消費電力_給湯_P_TU,aux,DHW","定格発電出力_P_rtd,PU","測定データ判定プログラム","パラメータ抽出プログラム","試験基準バージョン","備考","成績証明書または自己適合宣言書PDFリンク先","承認日時","取下日時","削除日時","最終更新日時","status"
5483,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZUH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZUH6","2018-05-02 17:23:22","","","2018-05-02 17:23:22","一般公開中"
5478,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZW-SO","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZW-SO","2018-05-02 17:23:21","","","2018-05-02 17:23:21","一般公開中"
5477,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZW","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZW","2018-05-02 17:23:18","","","2018-05-02 17:23:18","一般公開中"
5479,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZWH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZWH6","2018-05-02 17:23:16","","","2018-05-02 17:23:16","一般公開中"
5485,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZWH3","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZWH3","2018-05-02 17:23:14","","","2018-05-02 17:23:14","一般公開中"
5487,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZYH3","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZYH3","2018-05-02 17:23:13","","","2018-05-02 17:23:13","一般公開中"
5481,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-H240ZYH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-H240ZYH6","2018-05-02 17:23:11","","","2018-05-02 17:23:11","一般公開中"
5514,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ABH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ABH6","2018-05-02 17:23:10","","","2018-05-02 17:23:10","一般公開中"
5516,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240AFH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240AFH6","2018-05-02 17:23:09","","","2018-05-02 17:23:09","一般公開中"
5512,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ATH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ATH6","2018-05-02 17:23:07","","","2018-05-02 17:23:07","一般公開中"
5515,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240AUH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240AUH6","2018-05-02 17:23:06","","","2018-05-02 17:23:06","一般公開中"
5511,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240AWH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240AWH6","2018-05-02 17:23:04","","","2018-05-02 17:23:04","一般公開中"
5508,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZBH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZBH6","2018-05-02 17:23:03","","","2018-05-02 17:23:03","一般公開中"
5513,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240AYH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240AYH6","2018-05-02 17:23:01","","","2018-05-02 17:23:01","一般公開中"
5510,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZFH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZFH6","2018-05-02 17:23:00","","","2018-05-02 17:23:00","一般公開中"
5506,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZTH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZTH6","2018-05-02 17:22:59","","","2018-05-02 17:22:59","一般公開中"
5509,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZUH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZUH6","2018-05-02 17:22:57","","","2018-05-02 17:22:57","一般公開中"
5507,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZYH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZYH6","2018-05-02 17:22:56","","","2018-05-02 17:22:56","一般公開中"
5505,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HD240ZWH6","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HD240ZWH6","2018-05-02 17:22:54","","","2018-05-02 17:22:54","一般公開中"
5518,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HK240AW","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HK240AW","2018-05-02 17:22:52","","","2018-05-02 17:22:52","一般公開中"
5589,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240AW","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240AW","2018-05-02 17:22:50","","","2018-05-02 17:22:50","一般公開中"
5517,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2NJ","-","-","パーパス株式会社","GH-HK240ZW","2018-03-01","2018-04-01","A","JIA-NFC-15001","SOFC","電主","1.1462","0","0","-7.6278","0.9705","ND","ND","ND","ND","ND","0.003684","0","0","0.2788","0.4389","0.4192","-0.000617","0","0","0.362","0.3429","0.3278","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4432","ND","ND","7","700","ver.1.2.1","ver.1.0","平成２８年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2NJ&key_h=-&key_a=GH-HK240ZW","2018-05-02 17:22:48","","","2018-05-02 17:22:48","一般公開中"
5590,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240AW-SO","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240AW-SO","2018-05-02 17:22:47","","","2018-05-02 17:22:47","一般公開中"
5592,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240AWH3","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240AWH3","2018-05-02 17:22:45","","","2018-05-02 17:22:45","一般公開中"
5591,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240AWH6","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240AWH6","2018-05-02 17:22:43","","","2018-05-02 17:22:43","一般公開中"
5585,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240ZW","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240ZW","2018-05-02 17:22:40","","","2018-05-02 17:22:40","一般公開中"
5588,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240ZWH3","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240ZWH3","2018-05-02 17:22:38","","","2018-05-02 17:22:38","一般公開中"
5586,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240ZW-SO","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240ZW-SO","2018-05-02 17:22:35","","","2018-05-02 17:22:35","一般公開中"
5587,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-H240ZWH6","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-H240ZWH6","2018-05-02 17:22:34","","","2018-05-02 17:22:34","一般公開中"
5594,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-HD240AWH6","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-HD240AWH6","2018-05-02 17:22:32","","","2018-05-02 17:22:32","一般公開中"
5593,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-HD240ZWH6","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-HD240ZWH6","2018-05-02 17:22:30","","","2018-05-02 17:22:30","一般公開中"
5596,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-HK240AW","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-HK240AW","2018-05-02 17:22:28","","","2018-05-02 17:22:28","一般公開中"
5595,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2P","-","-","パーパス株式会社","GH-HK240ZW","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2P&key_h=-&key_a=GH-HK240ZW","2018-05-02 17:22:26","","","2018-05-02 17:22:26","一般公開中"
5577,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2PJ","-","-","パーパス株式会社","GH-H240AW","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2PJ&key_h=-&key_a=GH-H240AW","2018-05-02 17:22:25","","","2018-05-02 17:22:25","一般公開中"
5578,"アイシン精機株式会社","アイシン精機株式会社","FCCS07B2PJ","-","-","パーパス株式会社","GH-H240AW-SO","2018-03-01","2018-04-01","A","JIA-NFC-17002","SOFC","電主","1.1182","0","0","-6.606","0.9647","ND","ND","ND","ND","ND","0.00333","0","0","0.2834","0.426","0.4093","-0.00062","0","0","0.3934","0.3728","0.3601","ガス","0.905","G_EJ","0.87","17400","なし","ND","0.4041","ND","ND","4.3","700","ver.1.2.8","ver.1.1.3","平成２９年４月１日","","https://www2.hyoukakyoukai.or.jp/teitanso/info/cogeneration_pdf.php?cat_key=g3&key_b=9&key_g=FCCS07B2PJ&key_h=-&key_a=GH-H240AW-SO","2018-05-02 17:22:23","","","2018-05-02 17:22:23","一般公開中"
